مشاع؟,نوع العقار,سعر المتر,المساحة,سعر العملية,نوع العملية,القطعة,المخطط,الحي,المدينة,المنطقة,التاريخ
كامل العقار,قطعة أرض,1111.0,900.0,1000000.0,صفقة,288 / 1 / د,101 / ب / 1400,القرينية,جدة,منطقة مكة المكرمة,2025-09-29
كامل العقار,قطعة أرض,533.0,300.0,160000.0,صفقة,3544 / ب / 1,412 / ج / س,البوادر,جدة,منطقة مكة المكرمة,2025-11-06
كامل العقار,شقة,3981.0,133.0,530000.0,صفقة,8,258 / ج / س / المعدل,الأمير عبد المجيد,جدة,منطقة مكة المكرمة,2026-01-15
كامل العقار,قطعة أرض,2806.0,810.0,2273315.0,صفقة,257,652 / ج / س,المنارات,جدة,منطقة مكة المكرمة,2025-12-15
كامل العقار,قطعة أرض,839.0,310.0,260000.0,صفقة,2619 / 2 / 2ص,244 / ج / س,الفرقان,جدة,منطقة مكة المكرمة,2025-07-16
كامل العقار,شقة,3644.0,154.0,561000.0,صفقة,1 / 2,3 / 465 / ع,الصفا,جدة,منطقة مكة المكرمة,2025-10-15
كامل العقار,قطعة أرض,4160.0,313.0,1300000.0,صفقة,99 / ب,440 / ب,أبحر الشمالية,جدة,منطقة مكة المكرمة,2025-07-20
كامل العقار,شقة,4314.0,134.0,580000.0,صفقة,5 / 2,3 / 11 / ت,الرحاب,جدة,منطقة مكة المكرمة,2025-07-20
كامل العقار,شقة,4239.0,134.0,570000.0,صفقة,5 / أ,3 / 11 / ت,الرحاب,جدة,منطقة مكة المكرمة,2025-08-20
كامل العقار,شقة,3595.0,157.0,565000.0,صفقة,2 / أ,624 / ج / س,المروة,جدة,منطقة مكة المكرمة,2025-07-21
كامل العقار,شقة,3778.0,93.0,351000.0,صفقة,4 / أ,3 / 471 / ع,الربوه,جدة,منطقة مكة المكرمة,2026-02-12
كامل العقار,قطعة أرض,4778.0,900.0,4300000.0,صفقة,39,3 / 9 / ت,مشرفة,جدة,منطقة مكة المكرمة,2025-08-19
كامل العقار,شقة,6090.0,159.0,968000.0,صفقة,1 / 2,32 / ب,السلامة,جدة,منطقة مكة المكرمة,2026-03-03
كامل العقار,قطعة أرض,589.0,450.0,265000.0,صفقة,399 / 1,602 / ج / س,الندى,جدة,منطقة مكة المكرمة,2025-12-11
كامل العقار,شقة,3563.0,196.0,700000.0,صفقة,2 / 3,3 / 267 / ع,العزيزية,جدة,منطقة مكة المكرمة,2025-08-07
كامل العقار,شقة,3157.0,158.0,500000.0,صفقة,1 / 1,منح / 5,العزيزية,جدة,منطقة مكة المكرمة,2025-07-09
كامل العقار,شقة,5140.0,231.0,1185000.0,صفقة,1 / أ,32 / ب,السلامة,جدة,منطقة مكة المكرمة,2025-12-12
كامل العقار,شقة,3047.0,131.0,400000.0,صفقة,4 / 3,586 / ج / س,حكومى,جدة,منطقة مكة المكرمة,2025-11-02
كامل العقار,قطعة أرض,4825.0,150.0,724973.0,صفقة,بدون,بدون,الجامعة,جدة,منطقة مكة المكرمة,2025-11-30
كامل العقار,قطعة أرض,631.0,887.0,560000.0,صفقة,635,664 / ج / س,المسرة,جدة,منطقة مكة المكرمة,2025-08-12
كامل العقار,قطعة أرض,6300.0,2844.0,17917830.0,صفقة,11,480 / ج / س / المعدل,الفيحاء,جدة,منطقة مكة المكرمة,2025-10-06
كامل العقار,شقة,3718.0,133.0,495000.0,صفقة,3 / 1,656 / ج / س,المنار,جدة,منطقة مكة المكرمة,2025-06-18
كامل العقار,قطعة أرض,8647.0,422.0,3650000.0,صفقة,1525 / أ,244 / ب / المعدل,المحمدية,جدة,منطقة مكة المكرمة,2025-09-28
كامل العقار,قطعة أرض,4500.0,1029.0,4631625.0,صفقة,74,424 / ج / س,الصوارى,جدة,منطقة مكة المكرمة,2025-11-06
كامل العقار,شقة,3710.0,128.0,475000.0,صفقة,2 / 2,656 / ج / س,المنار,جدة,منطقة مكة المكرمة,2026-02-15
كامل العقار,قطعة أرض,4277.0,608.0,2600000.0,صفقة,8,273 / ب,السنابل,جدة,منطقة مكة المكرمة,2025-11-10
كامل العقار,قطعة أرض,2600.0,750.0,1950000.0,صفقة,192,144 / ب المعدل,الياقوت,جدة,منطقة مكة المكرمة,2025-12-14
كامل العقار,شقة,4618.0,206.0,950000.0,صفقة,1 / 5,480 / ج / س / المعدل,الفيحاء,جدة,منطقة مكة المكرمة,2025-07-23
كامل العقار,قطعة أرض,1000.0,900.0,900000.0,صفقة,1811 / ج,169 / ج / س,الوفاء,جدة,منطقة مكة المكرمة,2025-12-08
كامل العقار,شقة,7877.0,211.0,1660000.0,صفقة,1 / 4,1506 / س / ت,الحمراء,جدة,منطقة مكة المكرمة,2025-12-30
كامل العقار,شقة,2181.0,408.0,890000.0,صفقة,17 / 418,3 / 534 / ع,النزهة,جدة,منطقة مكة المكرمة,2025-11-17
كامل العقار,شقة,4328.0,231.0,1000000.0,صفقة,2 / أ,480 / ج / س / المعدل,الفيحاء,جدة,منطقة مكة المكرمة,2025-09-01
كامل العقار,قطعة أرض,4000.0,500.0,2000000.0,صفقة,791,226 / ب / 1400المعدل,المحمدية,جدة,منطقة مكة المكرمة,2026-01-25
كامل العقار,قطعة أرض,1393.0,300.0,418000.0,صفقة,127 / 8 / أ / 2,101 / ب / 1400,القرينية,جدة,منطقة مكة المكرمة,2026-02-11
كامل العقار,قطعة أرض,777.0,900.0,700000.0,صفقة,1538 / ب,184 / ج / س,الرياض,جدة,منطقة مكة المكرمة,2025-07-07
كامل العقار,شقة,4132.0,140.0,580000.0,صفقة,2 / 2,3 / 468 / ع,الزهراء غرب طريق المدينة,جدة,منطقة مكة المكرمة,2026-02-10
كامل العقار,قطعة أرض,2300.0,228.0,525274.0,صفقة,بدون,بدون,الكيلو الحادي عشر شمال خط الاسفلت بطريق مكة المكرمة,جدة,منطقة مكة المكرمة,2025-05-28
كامل العقار,شقة,4066.0,112.0,455447.0,صفقة,2 / 1,456 / ج / س,الرغامة,جدة,منطقة مكة المكرمة,2025-09-24
كامل العقار,شقة,2692.0,160.0,430000.0,صفقة,3 / 1,363 / ج / س,أم السلم,جدة,منطقة مكة المكرمة,2025-09-15
كامل العقار,قطعة أرض,1600.0,160.0,256000.0,صفقة,بدون,بدون,الهنداوية,جدة,منطقة مكة المكرمة,2025-11-20
كامل العقار,شقة,3765.0,116.0,435000.0,صفقة,2 / 3,433 / ج / س,مريخ,جدة,منطقة مكة المكرمة,2025-11-09
كامل العقار,شقة,5649.0,96.0,541710.0,صفقة,18,منح / 6,الرحاب,جدة,منطقة مكة المكرمة,2025-09-13
كامل العقار,شقة,4750.0,100.0,475000.0,صفقة,3 / 2,3 / 471 / ع,الربوه,جدة,منطقة مكة المكرمة,2025-12-28
كامل العقار,قطعة أرض,2315.0,432.0,1000000.0,صفقة,189 / 8 / 4 / ب,101 / ب / 1400,القرينية,جدة,منطقة مكة المكرمة,2025-08-05
كامل العقار,شقة,6456.0,152.0,980665.0,صفقة,14 / 565,9 / ج / س / المعدل,الصفا,جدة,منطقة مكة المكرمة,2025-12-31
كامل العقار,قطعة أرض,889.0,900.0,800000.0,صفقة,1069 / 1 / ش,244 / ج / س,جوهرة العروس,جدة,منطقة مكة المكرمة,2025-08-17
كامل العقار,شقة,5045.0,165.0,834000.0,صفقة,1 / 1,3 / 117 / ع,الروضة,جدة,منطقة مكة المكرمة,2025-12-23
كامل العقار,شقة,3961.0,139.0,550000.0,صفقة,4 / أ,82 / ب,الصفا,جدة,منطقة مكة المكرمة,2025-12-16
كامل العقار,شقة,3554.0,138.0,490000.0,صفقة,3 / 1,656 / ج / س,المنار,جدة,منطقة مكة المكرمة,2025-07-29
كامل العقار,قطعة أرض,3399.0,137.0,463920.0,صفقة,بدون,بدون,مشرفة,جدة,منطقة مكة المكرمة,2025-08-27
كامل العقار,قطعة أرض,3250.0,690.0,2242500.0,صفقة,435,144 / ب المعدل,الياقوت,جدة,منطقة مكة المكرمة,2025-10-22
كامل العقار,قطعة أرض,711.0,900.0,640000.0,صفقة,2354 / 2 / ف,244 / ج / س,جوهرة العروس,جدة,منطقة مكة المكرمة,2025-07-31
كامل العقار,قطعة أرض,535.0,500.0,267500.0,صفقة,437,245 / م ت / س - المعدل 2,الصفوة,جدة,منطقة مكة المكرمة,2025-08-24
كامل العقار,شقة,2353.0,132.0,310000.0,صفقة,10,384 / ج / س,المنار,جدة,منطقة مكة المكرمة,2025-12-15
كامل العقار,شقة,11084.0,203.0,2250000.0,صفقة,1 / ح1,1780 / س.ت,الروضة,جدة,منطقة مكة المكرمة,2025-10-12
كامل العقار,شقة,3105.0,203.0,630000.0,صفقة,5,337 / ج / س,المروة,جدة,منطقة مكة المكرمة,2025-06-24
كامل العقار,قطعة أرض,4558.0,439.0,2000000.0,صفقة,10,3 / 217 / ع,العزيزية,جدة,منطقة مكة المكرمة,2025-08-17
كامل العقار,شقة,3654.0,130.0,475000.0,صفقة,3 / 2,624 / ج / س,المروة,جدة,منطقة مكة المكرمة,2025-08-26
كامل العقار,شقة,4248.0,252.0,1070000.0,صفقة,2 / ح1,3 / 465 / ع,الصفا,جدة,منطقة مكة المكرمة,2026-01-15
كامل العقار,شقة,3806.0,102.0,390000.0,صفقة,4 / 2,377 / ج / س,الريان,جدة,منطقة مكة المكرمة,2025-06-19
كامل العقار,قطعة أرض,1950.0,400.0,780000.0,صفقة,538 / د,134 / أ / 1400,الخمرة,جدة,منطقة مكة المكرمة,2026-03-01
كامل العقار,شقة,6913.0,108.0,750000.0,صفقة,1 / 1,17ب,النهضة,جدة,منطقة مكة المكرمة,2025-12-01
كامل العقار,شقة,2777.0,162.0,450000.0,صفقة,2 / 2,364 / ب / المعدل,الرغامة,جدة,منطقة مكة المكرمة,2025-11-09
كامل العقار,قطعة أرض,944.0,620.0,585000.0,صفقة,1803 / 2 / ن,244 / ج / س,جوهرة العروس بذهبان غرب طريق المدينة,جدة,منطقة مكة المكرمة,2025-07-21
كامل العقار,قطعة أرض,629.0,556.0,350000.0,صفقة,1541 / 2,601 / ج / س,الندى,جدة,منطقة مكة المكرمة,2025-10-14
كامل العقار,شقة,3386.0,139.0,470000.0,صفقة,2 / 3,656 / ج / س,المنار,جدة,منطقة مكة المكرمة,2025-06-19
كامل العقار,قطعة أرض,1728.0,405.0,700000.0,صفقة,984 / 10 / 2 / ج,99 / ج / س / المعدل,البحيرات,جدة,منطقة مكة المكرمة,2025-10-01
كامل العقار,شقة,2808.0,160.0,450000.0,صفقة,4 / أ,586 / ج / س,حكومى,جدة,منطقة مكة المكرمة,2025-06-01
كامل العقار,قطعة أرض,655.0,450.0,295000.0,صفقة,1380 / 2,244 / ج / س,الفرقان,جدة,منطقة مكة المكرمة,2025-08-06
كامل العقار,قطعة أرض,1517.0,313.0,474000.0,صفقة,841 / 2 / ج,268 / ب,البشائر,جدة,منطقة مكة المكرمة,2026-01-12
كامل العقار,شقة,3900.0,146.0,570000.0,صفقة,2 / 5,588 / ج / س,الواحة,جدة,منطقة مكة المكرمة,2025-10-30
كامل العقار,قطعة أرض,9524.0,210.0,2000000.0,صفقة,220 / أ / 1,3 / 471 / ع,الربوه,جدة,منطقة مكة المكرمة,2026-03-04
كامل العقار,قطعة أرض,4185.0,390.0,1632381.0,صفقة,بدون,بدون,الكيلو السادس طريق مكة المكرمة شمال خط الاسفلت,جدة,منطقة مكة المكرمة,2026-02-26
كامل العقار,قطعة أرض,767.0,300.0,230000.0,صفقة,2200 / 1 / 2ر,244 / ج / س,الفرقان,جدة,منطقة مكة المكرمة,2025-09-07
كامل العقار,قطعة أرض,1875.0,400.0,750000.0,صفقة,142 / ج,4ج / س,الفروسية,جدة,منطقة مكة المكرمة,2025-11-11
كامل العقار,شقة,2630.0,224.0,590000.0,صفقة,2 / 2,434 / ج / س,ام حبلين الغربية,جدة,منطقة مكة المكرمة,2025-09-17
كامل العقار,شقة,3093.0,146.0,450000.0,صفقة,2 / 3,258 / ج / س / المعدل,الأمير عبد المجيد,جدة,منطقة مكة المكرمة,2025-11-18
كامل العقار,شقة,2794.0,154.0,430000.0,صفقة,2 / 2,3 / 534 / ع,النزهة,جدة,منطقة مكة المكرمة,2025-08-28
كامل العقار,قطعة أرض,3000.0,500.0,1500000.0,صفقة,25 مكرر / ب,3 / 505 / ت,الشراع,جدة,منطقة مكة المكرمة,2025-09-30
كامل العقار,قطعة أرض,1219.0,1640.0,2000000.0,صفقة,613 / 614,260 / ب,الريان,جدة,منطقة مكة المكرمة,2025-07-03
كامل العقار,شقة,3650.0,185.0,675806.0,صفقة,3 / أ,9 / 2944 / 1 / س المعدل2,بدون,جدة,منطقة مكة المكرمة,2025-10-01
كامل العقار,قطعة أرض,2134.0,595.0,1270000.0,صفقة,638,309 / ب,الصوارى,جدة,منطقة مكة المكرمة,2025-05-29
كامل العقار,قطعة أرض,2697.0,177.0,476064.0,صفقة,بدون,بدون,غليل,جدة,منطقة مكة المكرمة,2026-01-15
كامل العقار,شقة,3186.0,157.0,500000.0,صفقة,3 / 1,منح / 5,العزيزية,جدة,منطقة مكة المكرمة,2025-07-09
كامل العقار,شقة,2792.0,124.0,347000.0,صفقة,12,391 / ج / س,الواحة,جدة,منطقة مكة المكرمة,2025-06-02
كامل العقار,شقة,2524.0,202.0,510000.0,صفقة,2 / أ,363 / ج / س,أم السلم,جدة,منطقة مكة المكرمة,2025-06-04
كامل العقار,قطعة أرض,6529.0,413.0,2696668.0,صفقة,بدون,بدون,السبيل,جدة,منطقة مكة المكرمة,2025-06-16
كامل العقار,قطعة أرض,3100.0,608.0,1884118.0,صفقة,392,351 / ج / س,مريخ,جدة,منطقة مكة المكرمة,2026-01-06
كامل العقار,شقة,3467.0,176.0,610000.0,صفقة,4 / 3,3 / 450 / ع,الفيصلية,جدة,منطقة مكة المكرمة,2026-01-05
كامل العقار,شقة,3088.0,146.0,450000.0,صفقة,1 / 3,3 / 541 / ع,الصفا,جدة,منطقة مكة المكرمة,2025-10-31
كامل العقار,قطعة أرض,1692.0,650.0,1100000.0,صفقة,63,170 / ج / س,طيبة,جدة,منطقة مكة المكرمة,2025-08-10
كامل العقار,قطعة أرض,1110.0,1126.0,1249515.0,صفقة,539 / ب,290 / ب / 1402,الرحمانية,جدة,منطقة مكة المكرمة,2025-07-29
كامل العقار,شقة,2855.0,315.0,900000.0,صفقة,2 / 3,منح / 5,العزيزية,جدة,منطقة مكة المكرمة,2025-09-28
كامل العقار,قطعة أرض,5499.0,682.0,3750000.0,صفقة,13,3 / 86 / أ / ع,الحمراء,جدة,منطقة مكة المكرمة,2026-01-18
كامل العقار,شقة,5094.0,172.0,877000.0,صفقة,2 / ح1,3 / 541 / ع,الصفا,جدة,منطقة مكة المكرمة,2026-01-20
كامل العقار,شقة,3273.0,153.0,500000.0,صفقة,3 / 1,3 / 471 / ع,الفيصلية,جدة,منطقة مكة المكرمة,2025-08-25
كامل العقار,قطعة أرض,3866.0,529.0,2045083.0,صفقة,بدون,بدون,النزلة الشرقية,جدة,منطقة مكة المكرمة,2025-10-13
كامل العقار,قطعة أرض,1178.0,705.0,830000.0,صفقة,952,209 / ب,الياقوت,جدة,منطقة مكة المكرمة,2026-02-26
كامل العقار,قطعة أرض,1488.0,313.0,465000.0,صفقة,1043 / 2 / ب,6 / ج / س,النور,جدة,منطقة مكة المكرمة,2025-09-01
كامل العقار,قطعة أرض,6200.0,3068.0,19024266.0,صفقة,13,480 / ج / س / المعدل,الفيحاء,جدة,منطقة مكة المكرمة,2025-06-25
كامل العقار,شقة,4901.0,135.0,660000.0,صفقة,1 / ح1,1668 / س / ت,مشرفة,جدة,منطقة مكة المكرمة,2025-11-04
كامل العقار,قطعة أرض,7448.0,480.0,3575000.0,صفقة,402,3 / 63 / ع,السلامة,جدة,منطقة مكة المكرمة,2025-08-20
كامل العقار,قطعة أرض,2484.0,965.0,2397281.0,صفقة,بدون,بدون,أم السلم,جدة,منطقة مكة المكرمة,2025-07-16
كامل العقار,شقة,3447.0,187.0,645000.0,صفقة,2 / 3,586 / ج / س,حكومى,جدة,منطقة مكة المكرمة,2025-07-16
كامل العقار,شقة,2983.0,107.0,320000.0,صفقة,3 / ح1,586 / ج / س,حكومى,جدة,منطقة مكة المكرمة,2025-06-18
كامل العقار,قطعة أرض,2600.0,750.0,1950624.0,صفقة,534,144 / ب المعدل,الياقوت,جدة,منطقة مكة المكرمة,2026-01-25
كامل العقار,قطعة أرض,4800.0,617.0,2963328.0,صفقة,60,351 / ج / س,مريخ,جدة,منطقة مكة المكرمة,2025-12-21
كامل العقار,قطعة أرض,4071.0,672.0,2736000.0,صفقة,238 / أ,3 / 471 / ع,الربوه,جدة,منطقة مكة المكرمة,2025-07-16
كامل العقار,شقة,4687.0,100.0,470000.0,صفقة,1 / 1,3 / 72 / ع,الروضة,جدة,منطقة مكة المكرمة,2026-01-25
كامل العقار,شقة,4150.0,159.0,660000.0,صفقة,1 / أ,منح / 3,العزيزية,جدة,منطقة مكة المكرمة,2025-09-22
كامل العقار,شقة,3025.0,83.0,250000.0,صفقة,2 / 1,480 / ج / س / المعدل,الفيحاء,جدة,منطقة مكة المكرمة,2025-06-18
كامل العقار,قطعة أرض,1526.0,656.0,1000000.0,صفقة,332 / ب,269 / ب,الصالحية,جدة,منطقة مكة المكرمة,2025-09-10
