مشاع؟,نوع العقار,سعر المتر,المساحة,سعر العملية,نوع العملية,القطعة,المخطط,الحي,المدينة,المنطقة,التاريخ
كامل العقار,شقة,2600.0,197.0,511956.0,صفقة,3 / 7,9 / 2944 / 1 / س المعدل2,بدون,جدة,منطقة مكة المكرمة,2025-09-16
كامل العقار,قطعة أرض,964.0,280.0,270000.0,صفقة,1299 / 2 / ح / 2,244 / ج / س,جوهرة العروس,جدة,منطقة مكة المكرمة,2025-09-01
كامل العقار,شقة,2078.0,96.0,200000.0,صفقة,1 / أ,171 / ب,المروة,جدة,منطقة مكة المكرمة,2025-08-10
كامل العقار,قطعة أرض,1056.0,900.0,950000.0,صفقة,1163 / 1 / ى,244 / ج / س,جوهرة العروس,جدة,منطقة مكة المكرمة,2025-07-29
كامل العقار,شقة,2996.0,197.0,590000.0,صفقة,2 / 1,586 / ج / س,حكومى,جدة,منطقة مكة المكرمة,2025-12-02
كامل العقار,قطعة أرض,1563.0,448.0,700000.0,صفقة,399الجزءأ / 2,83 / ج / س,الصالحية,جدة,منطقة مكة المكرمة,2026-03-06
كامل العقار,قطعة أرض,1433.0,900.0,1290000.0,صفقة,3,155 / ج / س,المنارات,جدة,منطقة مكة المكرمة,2025-11-27
كامل العقار,قطعة أرض,806.0,434.0,350000.0,صفقة,500 / 2 / ح / 2,244 / ج / س,الدرة,جدة,منطقة مكة المكرمة,2025-11-19
كامل العقار,شقة,3788.0,131.0,495000.0,صفقة,2 / 2,3 / 534 / ع,النزهة,جدة,منطقة مكة المكرمة,2025-10-09
كامل العقار,قطعة أرض,5714.0,875.0,5000000.0,صفقة,344,3 / 206 / ع,السليمانية,جدة,منطقة مكة المكرمة,2025-09-06
كامل العقار,قطعة أرض,1000.0,390.0,390000.0,صفقة,622 / 1,3 / ج / س / المعدل,المروج,جدة,منطقة مكة المكرمة,2026-03-03
كامل العقار,شقة,2787.0,179.0,500000.0,صفقة,2 / أ,3 / 365 / ع,الصفا,جدة,منطقة مكة المكرمة,2025-06-29
كامل العقار,شقة,2464.0,304.0,750000.0,صفقة,2 / ح1,(منح 1) 3 / 7 / ت / 1,مشرفة,جدة,منطقة مكة المكرمة,2026-01-11
كامل العقار,شقة,2705.0,285.0,771142.0,صفقة,4 / 5,9 / 2944 / 1 / س المعدل2,بدون,جدة,منطقة مكة المكرمة,2025-10-08
كامل العقار,قطعة أرض,5385.0,780.0,4200000.0,صفقة,58,3 / 353 / ع,مشرفة,جدة,منطقة مكة المكرمة,2025-09-28
كامل العقار,قطعة أرض,3250.0,690.0,2242500.0,صفقة,447,144 / ب المعدل,الياقوت,جدة,منطقة مكة المكرمة,2025-10-22
كامل العقار,قطعة أرض,3650.0,690.0,2518500.0,صفقة,748,230 / ب,أبحر الشمالية,جدة,منطقة مكة المكرمة,2025-09-25
كامل العقار,شقة,3210.0,137.0,440000.0,صفقة,1 / 3,260 / ب,الريان,جدة,منطقة مكة المكرمة,2025-09-09
كامل العقار,شقة,3679.0,54.0,200000.0,صفقة,4,3 / 389 / ع,العزيزية,جدة,منطقة مكة المكرمة,2025-07-04
كامل العقار,شقة,3369.0,125.0,420000.0,صفقة,16,352 / ج / س,مدائن الفهد,جدة,منطقة مكة المكرمة,2025-12-28
كامل العقار,شقة,2950.0,166.0,490000.0,صفقة,3 / 1,260 / ب,الريان,جدة,منطقة مكة المكرمة,2026-01-25
كامل العقار,قطعة أرض,1167.0,900.0,1050000.0,صفقة,167,707 / ت / 1407المعدل,الوفاء,جدة,منطقة مكة المكرمة,2025-12-28
كامل العقار,قطعة أرض,3262.0,469.0,1530000.0,صفقة,1528 / ب,273 / ب / المعدل,السنابل,جدة,منطقة مكة المكرمة,2025-09-24
كامل العقار,شقة,3511.0,104.0,365000.0,صفقة,5 / 1,3 / 465 / ع,الصفا,جدة,منطقة مكة المكرمة,2025-09-02
كامل العقار,قطعة أرض,902.0,1386.0,1250000.0,صفقة,1685 / ب,541 / ج / س,الصفوة,جدة,منطقة مكة المكرمة,2025-11-27
كامل العقار,قطعة أرض,4436.0,12316.0,54634000.0,صفقة,169 / 2 / 1,1780 / س / ت,الروضة,جدة,منطقة مكة المكرمة,2025-09-10
كامل العقار,شقة,3328.0,207.0,690000.0,صفقة,2 / ح1,421 / ج / س,أم حبلين,جدة,منطقة مكة المكرمة,2025-07-27
كامل العقار,قطعة أرض,8963.0,675.0,6050000.0,صفقة,19,3 / 172 / ع,الفيصلية,جدة,منطقة مكة المكرمة,2025-07-03
كامل العقار,قطعة أرض,711.0,900.0,640000.0,صفقة,1485,244 / ج / س,الفرقان,جدة,منطقة مكة المكرمة,2025-12-30
كامل العقار,قطعة أرض,3350.0,870.0,2914500.0,صفقة,137,258 / ج / س / المعدل,الأمير عبد المجيد,جدة,منطقة مكة المكرمة,2025-11-25
كامل العقار,شقة,3762.0,105.0,395000.0,صفقة,4 / 2,3 / 477 / ع,النزهة,جدة,منطقة مكة المكرمة,2025-12-25
كامل العقار,قطعة أرض,547.0,512.0,280000.0,صفقة,526 / 2,601 / ج / س,الندى,جدة,منطقة مكة المكرمة,2025-09-01
كامل العقار,قطعة أرض,1068.0,375.0,400488.0,صفقة,558 / أ,162 / ج / س,أبحر الجنوبية,جدة,منطقة مكة المكرمة,2025-10-07
كامل العقار,قطعة أرض,3000.0,300.0,900000.0,صفقة,1499 / ب,3 / 478 / ع,الخالدية,جدة,منطقة مكة المكرمة,2025-07-23
كامل العقار,قطعة أرض,2075.0,400.0,830000.0,صفقة,517 / ج,99 / ج / س / المعدل,الفنار,جدة,منطقة مكة المكرمة,2025-08-03
كامل العقار,قطعة أرض,8868.0,336.0,2979500.0,صفقة,254 / 10 / 1 / 4 / 2,438 / ب / المعدل,الشراع,جدة,منطقة مكة المكرمة,2025-09-30
كامل العقار,قطعة أرض,6754.0,607.0,4100000.0,صفقة,959,19 / س / ت,مدائن الفهد,جدة,منطقة مكة المكرمة,2025-09-17
كامل العقار,قطعة أرض,4596.0,805.0,3700000.0,صفقة,314 / 18,3 / 407 / ع,الاندلس,جدة,منطقة مكة المكرمة,2025-05-27
كامل العقار,شقة,3273.0,122.0,399000.0,صفقة,3 / 3,588 / ج / س,الواحة,جدة,منطقة مكة المكرمة,2026-01-19
كامل العقار,قطعة أرض,764.0,327.0,250000.0,صفقة,343 / 1,285 / ب,الساحل,جدة,منطقة مكة المكرمة,2026-02-08
كامل العقار,شقة,6847.0,140.0,960000.0,صفقة,3 / 2,17ب,النهضة,جدة,منطقة مكة المكرمة,2026-01-05
كامل العقار,قطعة أرض,1300.0,2504.0,3255187.0,صفقة,مدرسة / ابتدائية / بنين / 1,144 / ب المعدل,الياقوت,جدة,منطقة مكة المكرمة,2025-12-21
كامل العقار,شقة,2283.0,153.0,350000.0,صفقة,1 / 1,3 / 471 / ع,الفيصلية,جدة,منطقة مكة المكرمة,2025-10-22
كامل العقار,شقة,4251.0,156.0,665000.0,صفقة,1 / أ,3 / 477 / ع,النزهة,جدة,منطقة مكة المكرمة,2025-12-04
كامل العقار,شقة,3967.0,110.0,435000.0,صفقة,3 / 1,منح / 5,العزيزية,جدة,منطقة مكة المكرمة,2025-09-25
كامل العقار,قطعة أرض,6138.0,782.0,4800000.0,صفقة,363,3 / 471 / ع,الفيصلية,جدة,منطقة مكة المكرمة,2025-10-23
كامل العقار,قطعة أرض,6611.0,900.0,5950000.0,صفقة,290,132 / ت / ع,الروضة,جدة,منطقة مكة المكرمة,2026-01-06
كامل العقار,شقة,2971.0,160.0,475000.0,صفقة,3 / 3,586 / ج / س,حكومى,جدة,منطقة مكة المكرمة,2025-07-27
كامل العقار,قطعة أرض,3000.0,629.0,1888080.0,صفقة,609,351 / ج / س,مريخ,جدة,منطقة مكة المكرمة,2025-11-23
كامل العقار,قطعة أرض,4155.0,361.0,1500000.0,صفقة,5 / 109 / م,3 / 22 / ت,الفيصلية,جدة,منطقة مكة المكرمة,2026-01-07
كامل العقار,قطعة أرض,1827.0,520.0,950000.0,صفقة,711,111 / ب,طيبة,جدة,منطقة مكة المكرمة,2025-12-08
كامل العقار,قطعة أرض,1117.0,403.0,450000.0,صفقة,639 / 2 / 1هـ,244 / ج / س,الغدير,جدة,منطقة مكة المكرمة,2025-08-28
كامل العقار,قطعة أرض,2600.0,750.0,1950000.0,صفقة,119,144 / ب المعدل,الياقوت,جدة,منطقة مكة المكرمة,2025-10-21
كامل العقار,شقة,3094.0,129.0,400000.0,صفقة,4 / 1,434 / ج / س,ام حبلين الغربية,جدة,منطقة مكة المكرمة,2025-10-06
كامل العقار,شقة,1505.0,142.0,213895.0,صفقة,12,258 / ج / س / المعدل,الأمير عبد المجيد,جدة,منطقة مكة المكرمة,2025-12-07
كامل العقار,قطعة أرض,4500.0,312.0,1404000.0,صفقة,407 / 1,439 / ب,النعيم,جدة,منطقة مكة المكرمة,2025-11-10
كامل العقار,شقة,4939.0,171.0,845000.0,صفقة,3 / 1,1780 / س.ت,الروضة,جدة,منطقة مكة المكرمة,2025-09-08
كامل العقار,قطعة أرض,1920.0,313.0,600000.0,صفقة,1042 / 2 / أ,268 / ب المعدل ا,البشائر,جدة,منطقة مكة المكرمة,2025-06-23
كامل العقار,شقة,3126.0,86.0,270000.0,صفقة,5,543 / س / ت,الصفا,جدة,منطقة مكة المكرمة,2025-08-10
كامل العقار,قطعة أرض,533.0,450.0,240000.0,صفقة,718 / 2,601 / ج / س,الندى,جدة,منطقة مكة المكرمة,2025-10-28
كامل العقار,قطعة أرض,5500.0,517.0,2843500.0,صفقة,117,3 / 339 / ع,السلامة,جدة,منطقة مكة المكرمة,2025-12-30
كامل العقار,شقة,3901.0,135.0,525000.0,صفقة,1 / أ,3 / 465 / ع,الصفا,جدة,منطقة مكة المكرمة,2025-06-22
كامل العقار,شقة,2295.0,218.0,500000.0,صفقة,2 / ح1,433 / ج / س,مريخ,جدة,منطقة مكة المكرمة,2025-12-29
كامل العقار,قطعة أرض,1257.0,438.0,550000.0,صفقة,496 / 3أ / 1,101 / ب / 1400,القرينية,جدة,منطقة مكة المكرمة,2025-12-29
كامل العقار,قطعة أرض,2984.0,466.0,1390000.0,صفقة,730 / أ / ج,245 / ب,الفلاح,جدة,منطقة مكة المكرمة,2025-12-25
كامل العقار,قطعة أرض,1280.0,625.0,800000.0,صفقة,127,651 / ج / س المعدل,الازدهار,جدة,منطقة مكة المكرمة,2025-12-17
كامل العقار,شقة,2689.0,122.0,328679.0,صفقة,3 / 1,9 / 2944 / 1 / س المعدل2,بدون,جدة,منطقة مكة المكرمة,2025-11-19
كامل العقار,قطعة أرض,667.0,900.0,600000.0,صفقة,398 / ج,169 / ج / س / المعدل,الوفاء,جدة,منطقة مكة المكرمة,2025-09-11
كامل العقار,شقة,3203.0,118.0,378179.0,صفقة,1 / 3,3 / 534 / ع,النزهة,جدة,منطقة مكة المكرمة,2025-11-02
كامل العقار,قطعة أرض,2400.0,177.0,424859.0,صفقة,بدون,بدون,الهنداوية,جدة,منطقة مكة المكرمة,2025-10-21
كامل العقار,شقة,4062.0,138.0,560000.0,صفقة,1 / أ,408 / ج / س,المروة,جدة,منطقة مكة المكرمة,2026-01-27
كامل العقار,قطعة أرض,3264.0,306.0,1000000.0,صفقة,143 / 1 / و,272 / ب / 1402,الزمرد,جدة,منطقة مكة المكرمة,2025-11-13
كامل العقار,شقة,3207.0,119.0,380000.0,صفقة,1 / 1,3 / 477 / ع,النزهة,جدة,منطقة مكة المكرمة,2025-09-04
كامل العقار,شقة,3363.0,268.0,900000.0,صفقة,1 / ح1,588 / ج / س,الواحة,جدة,منطقة مكة المكرمة,2025-07-08
كامل العقار,شقة,3519.0,127.0,448000.0,صفقة,1 / 1,656 / ج / س,المنار,جدة,منطقة مكة المكرمة,2025-10-02
كامل العقار,قطعة أرض,3333.0,690.0,2300000.0,صفقة,211 / د,269 / ب,الصالحية,جدة,منطقة مكة المكرمة,2025-11-18
كامل العقار,شقة,3270.0,107.0,350000.0,صفقة,9,384 / ج / س,المنار,جدة,منطقة مكة المكرمة,2025-08-19
كامل العقار,قطعة أرض,2017.0,892.0,1800000.0,صفقة,492,704 / س / ت,الرغامة,جدة,منطقة مكة المكرمة,2026-01-01
كامل العقار,قطعة أرض,2650.0,1027.0,2721735.0,صفقة,153,653 / ج / س,المنارات,جدة,منطقة مكة المكرمة,2025-12-23
كامل العقار,قطعة أرض,5000.0,2394.0,11967850.0,صفقة,23,480 / ج / س / المعدل,الفيحاء,جدة,منطقة مكة المكرمة,2025-10-06
كامل العقار,قطعة أرض,2300.0,500.0,1150000.0,صفقة,1507,223 / ب,الأجواد,جدة,منطقة مكة المكرمة,2026-03-05
كامل العقار,شقة,5042.0,118.0,593827.0,صفقة,11,391 / ج / س,الواحة,جدة,منطقة مكة المكرمة,2025-11-09
كامل العقار,قطعة أرض,1833.0,900.0,1650000.0,صفقة,279,99 / ج / س / المعدل,الفنار,جدة,منطقة مكة المكرمة,2025-10-20
كامل العقار,قطعة أرض,2625.0,400.0,1050000.0,صفقة,407 مكرر / 2 / د,101 / ب / 1400,القرينية,جدة,منطقة مكة المكرمة,2025-06-30
كامل العقار,شقة,4618.0,238.0,1100000.0,صفقة,1 / ح1,480 / ج / س / المعدل,الفيحاء,جدة,منطقة مكة المكرمة,2025-12-27
كامل العقار,قطعة أرض,1774.0,620.0,1100000.0,صفقة,2305 / 2 / ص,244 / ج / س,جوهرة العروس,جدة,منطقة مكة المكرمة,2025-05-26
كامل العقار,شقة,3344.0,171.0,573023.0,صفقة,16 / أ,17ب,النهضة,جدة,منطقة مكة المكرمة,2026-02-19
كامل العقار,قطعة أرض,2600.0,750.0,1949974.0,صفقة,178,144 / ب المعدل,الياقوت,جدة,منطقة مكة المكرمة,2025-12-14
كامل العقار,قطعة أرض,1364.0,330.0,450000.0,صفقة,96 / 1 / ب,269 / ب,الصالحية,جدة,منطقة مكة المكرمة,2025-08-23
كامل العقار,قطعة أرض,2880.0,313.0,900000.0,صفقة,158 / 1 / ب,245 / ب,الفلاح,جدة,منطقة مكة المكرمة,2026-01-29
كامل العقار,شقة,2469.0,81.0,200000.0,صفقة,1,433 / ج / س,مريخ,جدة,منطقة مكة المكرمة,2025-07-29
كامل العقار,شقة,5360.0,112.0,600000.0,صفقة,4 / 1,3 / 63 / ع,السلامة,جدة,منطقة مكة المكرمة,2025-10-23
كامل العقار,شقة,3015.0,129.0,390000.0,صفقة,14,258 / ج / س / المعدل,الأمير عبد المجيد,جدة,منطقة مكة المكرمة,2025-06-15
كامل العقار,قطعة أرض,1319.0,576.0,760000.0,صفقة,228 / د / 4 / 1,101 / ب / 1400,القرينية,جدة,منطقة مكة المكرمة,2025-08-03
كامل العقار,قطعة أرض,1440.0,625.0,900000.0,صفقة,1214 / أ,6 / ج / س,النور,جدة,منطقة مكة المكرمة,2025-05-28
كامل العقار,شقة,6373.0,141.0,900000.0,صفقة,1 / 3,17ب,النهضة,جدة,منطقة مكة المكرمة,2025-06-18
كامل العقار,قطعة أرض,3419.0,109.0,372918.0,صفقة,بدون,بدون,النزلة اليمانية,جدة,منطقة مكة المكرمة,2025-11-23
كامل العقار,قطعة أرض,1625.0,400.0,650000.0,صفقة,293 / 6 / ب,101 / ب / 1400,القرينية,جدة,منطقة مكة المكرمة,2025-07-14
كامل العقار,قطعة أرض,2600.0,750.0,1950000.0,صفقة,108,144 / ب المعدل,الياقوت,جدة,منطقة مكة المكرمة,2025-10-21
كامل العقار,شقة,2345.0,175.0,410000.0,صفقة,3 / 3,260 / ب,الريان,جدة,منطقة مكة المكرمة,2025-07-10
كامل العقار,شقة,2720.0,235.0,639735.0,صفقة,3 / 5,9 / 2944 / 1 / س المعدل2,بدون,جدة,منطقة مكة المكرمة,2025-10-14
كامل العقار,شقة,3693.0,89.0,330000.0,صفقة,19,384 / ج / س,المنار,جدة,منطقة مكة المكرمة,2025-06-04
كامل العقار,شقة,2761.0,152.0,420000.0,صفقة,5 / 2,3 / 477 / ع,النزهة,جدة,منطقة مكة المكرمة,2026-01-11
كامل العقار,قطعة أرض,2292.0,480.0,1100000.0,صفقة,530 / ج,249 / ج / س,طيبة,جدة,منطقة مكة المكرمة,2025-12-30
كامل العقار,قطعة أرض,2031.0,131.0,265500.0,صفقة,بدون,بدون,غليل,جدة,منطقة مكة المكرمة,2025-10-21
كامل العقار,قطعة أرض,649.0,450.0,292000.0,صفقة,1484 / 1,599 / ج / س,الندى,جدة,منطقة مكة المكرمة,2025-07-31
كامل العقار,شقة,2880.0,156.0,450000.0,صفقة,3 / أ,224 / ب,العدل,جدة,منطقة مكة المكرمة,2025-12-16
كامل العقار,قطعة أرض,2667.0,450.0,1200000.0,صفقة,340 / د / 2,3 / 505 / ت,الشراع,جدة,منطقة مكة المكرمة,2025-08-24
كامل العقار,قطعة أرض,4213.0,90.0,379200.0,صفقة,بدون,بدون,الفضل,جدة,منطقة مكة المكرمة,2025-06-29
كامل العقار,شقة,4020.0,90.0,360000.0,صفقة,1 / 2,656 / ج / س,المنار,جدة,منطقة مكة المكرمة,2025-08-06
كامل العقار,شقة,3727.0,146.0,545000.0,صفقة,2 / 3,منح / 6,الرحاب,جدة,منطقة مكة المكرمة,2026-01-24
كامل العقار,شقة,3295.0,141.0,464000.0,صفقة,3 / أ,656 / ج / س,المنار,جدة,منطقة مكة المكرمة,2025-09-16
كامل العقار,شقة,3496.0,97.0,339000.0,صفقة,4 / 3,656 / ج / س,المنار,جدة,منطقة مكة المكرمة,2025-12-31
كامل العقار,شقة,3229.0,124.0,400000.0,صفقة,1 / أ,260 / ب,الريان,جدة,منطقة مكة المكرمة,2025-09-30
كامل العقار,شقة,2663.0,207.0,550000.0,صفقة,2 / 3,424 / ج / س,الصوارى,جدة,منطقة مكة المكرمة,2026-01-05
كامل العقار,شقة,4059.0,163.0,660000.0,صفقة,3 / 3,624 / ج / س,المروة,جدة,منطقة مكة المكرمة,2025-10-08
كامل العقار,شقة,4591.0,123.0,565000.0,صفقة,2 / 2,3 / 238 / ع,السلامة,جدة,منطقة مكة المكرمة,2025-12-27
كامل العقار,قطعة أرض,3501.0,814.0,2849000.0,صفقة,5,743 / س / ت,مدائن الفهد,جدة,منطقة مكة المكرمة,2025-12-04
كامل العقار,شقة,3334.0,110.0,367500.0,صفقة,4 / أ,3 / 477 / ع,النزهة,جدة,منطقة مكة المكرمة,2025-12-06
كامل العقار,شقة,3353.0,164.0,550000.0,صفقة,1 / 2,منح / 6,الرحاب,جدة,منطقة مكة المكرمة,2025-11-18
كامل العقار,قطعة أرض,2942.0,243.0,715952.0,صفقة,بدون,بدون,غليل,جدة,منطقة مكة المكرمة,2025-06-19
كامل العقار,شقة,3497.0,214.0,750000.0,صفقة,1 / أ,424 / ج / س,الصوارى,جدة,منطقة مكة المكرمة,2025-08-17
كامل العقار,شقة,3687.0,99.0,365000.0,صفقة,1 / 1,3 / 50 / ت,الفيصلية,جدة,منطقة مكة المكرمة,2026-01-19
كامل العقار,شقة,3750.0,115.0,429450.0,صفقة,11,449 / س / ت,الروابي,جدة,منطقة مكة المكرمة,2025-06-17
كامل العقار,قطعة أرض,1900.0,200.0,380000.0,صفقة,1415 / ب / 1,6 / ج / س,النور,جدة,منطقة مكة المكرمة,2025-10-09
كامل العقار,قطعة أرض,3640.0,1374.0,5000000.0,صفقة,1514,273 / ب / المعدل,السنابل,جدة,منطقة مكة المكرمة,2025-11-16
كامل العقار,قطعة أرض,2011.0,281.0,565200.0,صفقة,بدون,بدون,السبيل,جدة,منطقة مكة المكرمة,2025-10-16
كامل العقار,قطعة أرض,5963.0,82.0,491040.0,صفقة,بدون,بدون,الثعالبه,جدة,منطقة مكة المكرمة,2025-07-24
كامل العقار,شقة,3586.0,181.0,650000.0,صفقة,1 / 2,(منح 1) 3 / 7 / ت / 1,مشرفة,جدة,منطقة مكة المكرمة,2025-12-30
كامل العقار,شقة,2440.0,272.0,663591.0,صفقة,2 / 5,9 / 2944 / 1 / س المعدل2,بدون,جدة,منطقة مكة المكرمة,2025-05-28
كامل العقار,قطعة أرض,743.0,875.0,650000.0,صفقة,289 / 2 / د,244 / ج / س,جوهرة العروس,جدة,منطقة مكة المكرمة,2025-08-20
كامل العقار,قطعة أرض,1129.0,310.0,350000.0,صفقة,32 / 1 / 2ص,244 / ج / س,الفرقان,جدة,منطقة مكة المكرمة,2025-08-07
كامل العقار,قطعة أرض,4500.0,722.0,3249135.0,صفقة,27,351 / ج / س,مريخ,جدة,منطقة مكة المكرمة,2025-11-23
كامل العقار,شقة,4524.0,99.0,449730.0,صفقة,3 / 3,260 / ب,الريان,جدة,منطقة مكة المكرمة,2025-10-30
كامل العقار,قطعة أرض,4200.0,963.0,4042520.0,صفقة,77,583 / ج / س,الفردوس,جدة,منطقة مكة المكرمة,2025-07-16
كامل العقار,شقة,7729.0,113.0,870000.0,صفقة,4,123 / س / ت,الحمراء,جدة,منطقة مكة المكرمة,2026-02-25
كامل العقار,قطعة أرض,880.0,446.0,392026.0,صفقة,235 / ب / ب,184 / ج / س,الرياض,جدة,منطقة مكة المكرمة,2025-11-02
كامل العقار,شقة,2497.0,245.0,612167.0,صفقة,1 / 6,9 / 2944 / 1 / س المعدل2,بدون,جدة,منطقة مكة المكرمة,2025-12-08
كامل العقار,شقة,4406.0,200.0,880000.0,صفقة,2 / 1,183 / ب / 1400,السليمانية,جدة,منطقة مكة المكرمة,2025-09-09
كامل العقار,شقة,4686.0,117.0,550000.0,صفقة,3,3 / 468 / ع,الزهراء,جدة,منطقة مكة المكرمة,2025-07-14
كامل العقار,شقة,2899.0,103.0,300000.0,صفقة,1 / 2,377 / ج / س,الريان,جدة,منطقة مكة المكرمة,2025-06-22
كامل العقار,قطعة أرض,5631.0,149.0,837798.0,صفقة,بدون,بدون,الجامعة,جدة,منطقة مكة المكرمة,2025-07-08
كامل العقار,قطعة أرض,1667.0,808.0,1347840.0,صفقة,560,184 / ب,السرورية,جدة,منطقة مكة المكرمة,2026-01-06
كامل العقار,شقة,2546.0,167.0,425000.0,صفقة,4,313 / س / ت,خارج حدود الاحياء,جدة,منطقة مكة المكرمة,2025-12-08
كامل العقار,شقة,4455.0,116.0,515000.0,صفقة,4 / 3,3 / 63 / ع,السلامة,جدة,منطقة مكة المكرمة,2025-12-03
كامل العقار,قطعة أرض,5000.0,637.0,3186950.0,صفقة,811,351 / ج / س,مريخ,جدة,منطقة مكة المكرمة,2025-11-23
كامل العقار,قطعة أرض,6314.0,596.0,3760000.0,صفقة,216,454 / ب,النسيم,جدة,منطقة مكة المكرمة,2025-09-10
كامل العقار,قطعة أرض,1889.0,900.0,1700000.0,صفقة,1212 / 1 / 6أ,169 / ج / س,الوفاء,جدة,منطقة مكة المكرمة,2025-11-26
كامل العقار,قطعة أرض,3833.0,300.0,1150000.0,صفقة,340 / 2 / ج,290 / ب / 1402,الرحمانية,جدة,منطقة مكة المكرمة,2025-10-16
كامل العقار,قطعة أرض,1820.0,813.0,1478750.0,صفقة,2 / ب,290 / ب / 1402,الرحمانية,جدة,منطقة مكة المكرمة,2025-12-30
كامل العقار,قطعة أرض,5522.0,275.0,1518424.0,صفقة,219 / 1 / أ,290 / ب / 1402,الرحمانية,جدة,منطقة مكة المكرمة,2026-02-16
كامل العقار,شقة,2968.0,236.0,700000.0,صفقة,1 / ح1,المنح رقم 3,مشرفة,جدة,منطقة مكة المكرمة,2025-07-09
كامل العقار,شقة,3348.0,119.0,400000.0,صفقة,2 / أ,3 / 477 / ع / المعدل,النزهة,جدة,منطقة مكة المكرمة,2025-12-29
كامل العقار,قطعة أرض,2080.0,625.0,1300000.0,صفقة,1066,207 / ب,الهدا,جدة,منطقة مكة المكرمة,2025-07-29
كامل العقار,قطعة أرض,847.0,620.0,525000.0,صفقة,2257 / 2 / ن,244 / ج / س,اليسر,جدة,منطقة مكة المكرمة,2025-07-23
كامل العقار,شقة,2704.0,233.0,628922.0,صفقة,2 / 5,9 / 2944 / 1 / س المعدل2,بدون,جدة,منطقة مكة المكرمة,2025-10-21
كامل العقار,قطعة أرض,4821.0,726.0,3500000.0,صفقة,572,3 / 465 / ع,الصفا,جدة,منطقة مكة المكرمة,2025-11-04
كامل العقار,شقة,3420.0,107.0,365000.0,صفقة,3 / 3,3 / 11 / ت,الرحاب,جدة,منطقة مكة المكرمة,2025-07-23
كامل العقار,قطعة أرض,3636.0,550.0,2000000.0,صفقة,133,3 / 334 / ع / المعدل,الربوة,جدة,منطقة مكة المكرمة,2025-06-25
كامل العقار,شقة,4008.0,125.0,500000.0,صفقة,13,337 / ج / س,المروة,جدة,منطقة مكة المكرمة,2025-05-28
كامل العقار,شقة,3276.0,128.0,419000.0,صفقة,4 / 3,656 / ج / س,المنار,جدة,منطقة مكة المكرمة,2025-07-07
كامل العقار,شقة,2668.0,187.0,500000.0,صفقة,6 / 606,416 / ج / س,بريمان,جدة,منطقة مكة المكرمة,2025-08-26
كامل العقار,قطعة أرض,6172.0,290.0,1790000.0,صفقة,585 / 1,221ب,الصوارى,جدة,منطقة مكة المكرمة,2025-09-16
كامل العقار,شقة,3774.0,172.0,649000.0,صفقة,2 / ح1,656 / ج / س,المنار,جدة,منطقة مكة المكرمة,2025-05-31
كامل العقار,قطعة أرض,1773.0,621.0,1100000.0,صفقة,783 / ج,268 / ب,البشائر,جدة,منطقة مكة المكرمة,2026-01-22
كامل العقار,قطعة أرض,2600.0,839.0,2181868.0,صفقة,283,144 / ب المعدل,الياقوت,جدة,منطقة مكة المكرمة,2025-12-18
كامل العقار,شقة,5787.0,121.0,700000.0,صفقة,1 / أ,3 / 297 / ع,الروضة,جدة,منطقة مكة المكرمة,2025-08-28
كامل العقار,قطعة أرض,1505.0,864.0,1300000.0,صفقة,60 / 4 / ج,101 / ب / 1400,القرينية,جدة,منطقة مكة المكرمة,2025-06-25
كامل العقار,قطعة أرض,2930.0,900.0,2636610.0,صفقة,13 / 2,بدون,المنتزهات,جدة,منطقة مكة المكرمة,2025-07-27
كامل العقار,شقة,3524.0,166.0,585000.0,صفقة,3 / 1,337 / ج / س,المروة,جدة,منطقة مكة المكرمة,2025-08-10
كامل العقار,قطعة أرض,4200.0,938.0,3939922.0,صفقة,79,583 / ج / س,الفردوس,جدة,منطقة مكة المكرمة,2025-07-16
كامل العقار,قطعة أرض,4475.0,400.0,1790000.0,صفقة,502 / 1 / ج,101 / ب / 1400,القرينية,جدة,منطقة مكة المكرمة,2025-06-02
كامل العقار,قطعة أرض,922.0,868.0,800000.0,صفقة,608 / 1 / ط,244 / ج / س,جوهرة العروس,جدة,منطقة مكة المكرمة,2025-11-20
كامل العقار,شقة,3112.0,212.0,660000.0,صفقة,1 / ح1,433 / ج / س,مريخ,جدة,منطقة مكة المكرمة,2025-09-30
كامل العقار,شقة,3933.0,131.0,515000.0,صفقة,3 / 7,588 / ج / س,الواحة,جدة,منطقة مكة المكرمة,2025-08-21
كامل العقار,شقة,3194.0,110.0,350000.0,صفقة,3,337 / ج / س,المروة,جدة,منطقة مكة المكرمة,2025-10-27
كامل العقار,قطعة أرض,9579.0,783.0,7500000.0,صفقة,307 / ب,3 / 534 / ع,النزهة,جدة,منطقة مكة المكرمة,2025-07-26
كامل العقار,شقة,3750.0,120.0,449000.0,صفقة,3 / 2,656 / ج / س,المنار,جدة,منطقة مكة المكرمة,2025-12-07
كامل العقار,شقة,4004.0,325.0,1300000.0,صفقة,2 / 3,424 / ج / س,الصوارى,جدة,منطقة مكة المكرمة,2025-09-17
كامل العقار,شقة,3765.0,116.0,435000.0,صفقة,2 / 4,433 / ج / س,مريخ,جدة,منطقة مكة المكرمة,2025-11-09
كامل العقار,شقة,3377.0,130.0,440000.0,صفقة,3 / 3,3 / 465 / ع,الصفا,جدة,منطقة مكة المكرمة,2025-11-30
